,Date,Type,Operator,Fatalities,Route,Location,Country,Summary,rtva2
5036,2/10/2005,Cessna P210N,Action Air Express Inc. - Air Taxi,2.0,"Fresno, CA - Santa Monica, CA","Lebec, California",USA,"Crashed into the mountains after encountering severe turbulence en-route at FL90. The pilots in-flight loss of control due to the flight's encounter with unformatted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts and rotors. The pilot's in-flight loss of control due to the flight's encounter with unforecasted localized mountain wave activity with severe to potentially extreme turbulence, downdrafts, and rotors.",11
5037,2/16/2005,Cessna 560 Citation V,Circuit City Stores - Charter,8.0,"Richmond, VA - Saint Louis, MO  - Pueblo,CO - Irvine, CA","Near Pueblo, Colorado",USA,"While on approach the business flight descended through IMC until the left wing contacted the ground. The plane crashed into a field and burned. The plane crashed because the pilots failed to notice the airplane had slowed to an unsafe speed and allowed the plane to stall. In addition, there was a thin layer of ice on the aircraft's wings. The flight crew's failure to effectively monitor and maintain airspeed and comply with procedures for deice boot activation on the approach, which caused an aerodynamistall from which they did not recover. Contributing to the accident was the FAA's failure to establish adequate certification requirements for flight into icing conditions, which led to the inadequate stall warning margin provided by the airplane's stall warning system.",9
5038,2/22/2005,de Havilland DHC-6 Twin Otter 300,Missionary Aviation Fellowship,2.0,Tabubil - Bimin,"Bimin, Papua, New Guinea",New Guinea,While on approach to Runway 29 the aircraft crashed on a mountain.,11
5039,2/22/2005,CASA 212 Aviocar,Indonesian National Police,15.0,Jayapura - Sarmi,,,"On final approach, the aircraft crashed into the sea 100 meters off shore, 400 meters short of runway.",0
5040,3/8/2005,Cessna 500 Citation I,Air Global,2.0,Maturin - Charallave,"Chrallave, Venezuela",Venezuela,The cargo plane crashed into a wooded area short of the runway and was destroyed.,10
5041,3/15/2005,Pilatus-Britten Norman BN-2B-26 Islander,Loganair,2.0,Glasgow - Campbeltown,"Off Campbeltown, United Kingdom",United Kingdom,"While on final approach, the air ambulance crashed into the sea at night and in poor visibility.",15
5042,3/16/2005,Antonov 24,Regional Airlines,28.0,Ufa - Usinsk - Perm - Varandey - Naryan Mar,"Varandey, Russia",Russia,"The  Russian turboprop carrying oil workers, crashed into the ground and caught fire while on final approach to Varandey in heavy fog.  The plane’s crew tried to make an emergency landing five kilometers away from the airport. The moment the plane touched the ground, the plane fell to one side broke up and caught fire.  Pilot error.  Lack of coordination among the crew and the blinding whiteness of the snow that disoriented the pilots, apparently causing them to perform a wrong maneuver.",7
5043,3/23/2005,Ilyushin IL-76TD,Air Transport,8.0,Mwanza - Khartoum - Zagreb,"Off Mwanza, Tanzania",Tanzania,"The cargo plane, after takeoff and climbing lost altitude and crashed into Lake Victoria.",9
5044,3/26/2005,Let-410UVP-E,West Caribbean Airways,8.0,Old Providence - San Andres,"El Embrujo, Providencia Island, Colombia",Colombia,The small airliner crashed while taking off from the Colombian Caribbean Island of Old Providence. The aircraft climbed to a height of about 100 feet and then lost control and crashed into a hill.,9
5045,3/31/2005,Lockheed Hercules MC-130H,Military - U.S. Air Force,9.0,Training,"Near Rovie, Albania",Albania,While on a training mission the aircraft crashed into a mountainous area and was destroyed.,8
5046,4/12/2005,de Havilland Canada DHC-6 Twin Otter 100,GT Air,18.0,Timika - Enarotali,"Enarotali, Indonesia",Indonesia,The plane crashed while en route on a one hour flight. The wreckage was found 5 days later.,10
5047,4/20/2005,Boeing B-707-3J9C,Saha Airline Services,3.0,Krish - Teran,"Tehran, Iran",Iran,Soon after experiencing a hard landing an engine began burning while the aircraft was taxiing. The plane then skidded of the runway and fell into the Kan River. One of the passenger's infant fell into the river and drowned while exiting the aircraft.,5
5048,4/28/2005,Let 410UVP,Military - Fuerza Del Peru,13.0,Training,"Pisco, Peru",Peru,"While taking off on a training flight, the twin engine aircraft stalled and crashed near a petroleum facility near the airport.",5
5049,5/2/2005,Swearingen SA227AC Metro III,Airwork,2.0,Auckland - Blenheim,"Taranaki, New Zealand",New Zealand,Crashed into a field while en route.,12
5050,5/5/2005,Antonov AN-26,Kisangani Airlift,10.0,Bangboka - Isiro,"Near Kisangani, DemocratiRepubliCongo",DemocratiRepubliCongo,The plane was heading for the town of Isiro when it lost radio contact. As it was returning to Kisangani its propeller hit a tree and the plane lost control.,22
5051,5/7/2005,Swearingen SA-227AC Metro III,Aero-Tropics,15.0,Bamaga - Lockhart River,"Lockhart River, Queensland, Australia",Australia,"The plane crashed as it was preparing to land at the remote Aboriginal community of Lockhart River on Cape York peninsula. The plane was flying in heavy rain and strong winds when it crashed. The wreckage was found in rugged rainforest terrain. Controled flight into terrain. The flight crew did not react to the mountain rising up before them. The copilot, who was flying the plane, was not qualified to undertake the instrument landing approach attempted, an RNAV (GNSS) approach.",10
5052,5/16/2005,Beech 65-A80 Queenaire,Transportes Aereos Don Carlos - Charter,10.0,"Balmaceda, Argentina - Chile Chiro, Chile","El Portezulo, Argentina",Argentina,The charter flight crashed a few minutes after takeoff under unkown circumstances.,10
5053,5/18/2005,Yunshuji Y-12,Military - Zambia Air Force,13.0,Lusaka - Livingstone - Mongu - Lusaka,"Mongu, Zambia",Zambia,The plane was on its routine operations of delivering military supplies and food to the drought-stricken parts of Southern and Western provinces of Zambia when the accident occurred.  The plane took off from Lusaka and safely reached Livingstone and Mongu. It had just taken off from Mongu on its way back to Lusaka when it crashed.,7
5054,5/25/2005,Antonov AN-12BP,Charter - Maniema Union (owner Victoria Air),27.0,Goma - Kindu - Kongolo,"Walungu, Congo",Congo,Crashed into mountains and dense forest. The plane lost contact with the tower 30 minutes after taking off from Goma. The wreckage was found at the bottom of a cliff.,6
5055,6/2/2005,Antonov AN-24B,Marsland Aviation,7.0,Kartoom - El Obeid - El Fasher,"Khartoom, Sudan",Sudan,The plane crashed during takeoff after a fire erupted in the No. 1 engine. The crew aborted the takeoff but crashed at the end of the runway.,6
5056,7/16/2005,Antonov AN-24B,Ecuatair,60.0,"Malabala, Bioko Island - Bata","Baney, Equatorial Guinea",Equatorial Guinea,"The airliner disappeared from radar and crashed into dense jungle shortly after taking off from Malabala. A witness saw flames coming from the side of the plane shortly after take-off. The plane then tilted and fell, skidded over trees for a distance of about half a mile and crashed. The plane was overloaded. The aircraft was built to accommodate a maximum of 48 passengers.",18
5057,8/2/2005,Airbus A-340,Air France,0.0,"Paris, France - Toronto Canada","Toronto, Canada",Canada,"The plane landed almost half-way down Runway 24, overran the runway, broke in two and caught fire. There was severe thunderstorms at the time of the landing with rain, lightning and hail. All 309 aboard escaped. There were 43 injuries. The pilot landed the plane too far down the rain-slick runway making it virtually impossible to stop the plane before it ran off the runway. In addition, the reverse thrust was not employed until 17 seconds after the wheels touched down.",7
5058,8/6/2005,ATR-72-202,Tuninter,16.0,"Bari, Italy - Djerba, Tunisia","Off Palermo, Italy",Italy,"The aircraft developed engine trouble while en route from Bari Italy to Djerba, Tunisia The crew contacted Palermo ATC for an emergency landing but ditched into the sea approximately 19 miles north of Palermo. The pilot reported that both engines had failed. Fuel starvation. The maintenance crew incorrectly installed a fuel gauge for a ATR-42 on the ATR-72. Both instruments look very similar.",6
5059,8/10/2005,Sikorsky S-76C,Copterline,14.0,"Talinn, Estonia - Helsinki, Finland","Off Talinn, Estonia",Estonia,"The helicopter crashed at sea about 3 miles off the coast near the island of Naissaar, after disappeared from Tallinn ATC radar 3 minutes after take-off from Tallinn in gusty wind conditions.",8
5060,8/14/2005,Boeing 737-31S,Helios Airways,121.0,"Larnaca, Cyprus - Athens, Greece - Prague, Czech Republic","Near Grammatikos, Greece",Greece,"While flying at FL340 towards Athens the crew reported problems with their air conditioning system. As the airliner entered Greek airspace ATC lost contact with the plane. Two Greek F-16 fighters were dispatched to intercept the plane. The F-16 pilots reported that one pilot was not in the cockpit and the other was slumped over the controls. They also said oxygen masks had deployed in the cabin. The plane continued on its programmed route to a holding pattern off the coast of Greece and flew in circles for two hours. Meanwhile, at least two flight attendants had stayed awake using portable oxygen bottles but they couldn't get through the locked, terrorist-proof cockpit door. It was only when one engine failed from fuel starvation that the computer-controlled systems aboard the plane unlocked the door. The plane continued on track until it crashed into mountainous terrain about 25 miles north of Athens. CVR tapes showed that a student pilot/flight attendant, Andreas Prodromos, was at the controls of the aircraft and tried to send a Mayday message twice but the radio was set to the wrong frequency. The cabin pressure control was left in the manual, instead of auto position by maintenance workers. The error was not picked up by the two pilots during three subsequent check lists. They failed to respond to warnings as oxygen masks fell in the passenger cabin which eventually  led to the two pilots losing consciousness and the plane crashing.",7
5061,8/16/2005,McDonnell Douglas MD-82,West Caribbean Airways,160.0,"Panama City - Fort de France, Martinique","Near La Cucharita, Venezuela",Venezuela,"While en route, the crew reported engine trouble with both engines and planed to divert to Caracas. The plane began losing altitude and eventually crashed in the Sierra de Perija mountains on the Columbian-Venezuelan border. The autopilot might have reduced engine power too much after a rapid climb to FL330, allowing airspeed to bleed off to the point of a stall. Also the data recorder showed that rather than push the nose over to recover from the stall, the pilots held the yoke to their chests all the way to the ground.",10
5062,8/23/2005,Boeing B-737-244,TANS Peru,40.0,Lima - Pucallpa - Iquitos,"Near Pucallpa, Peru",Peru,"The plane was about to land at Pucallpa when it ran into strong winds from a tropical storm. The pilot tried to make an emergency landing without its landing gear on a road near the jungle airport. The plane crashed, broke up and caught fire about 2 miles from the airport.",5
5063,9/5/2005,Antonov 26B,Kavatshi Airlines,11.0,Beni - Isiro,"Isiro, DemoctratiRepubliCongo",DemoctratiRepubliCongo,"While on approach to Runway 31 the plane hit trees, crashed and burned.",23
5064,9/5/2005,Boeing 737-230,Mandala Airlines,99.0,Medan - Jakarta,"Medan, Indonesia",Indonesia,"Seconds after taking off the jetliner shook violently, veered to the left and crashed into a residential neighborhood 500 yards past the end of the runway.",10
5065,9/9/2005,Antonov AN-26A,Air Kasai,14.0,Boende - Kinshasa,"Near Brazzaville, Congo",Congo,"While en route, a witness saw the plane lose altitude and crash to the ground and disintegrate into pieces north of Brazzaville. Weather was poor with thunderstorms and strong winds.",6
